epoch,loss,mse,rmse,val_loss,val_mse,val_rmse
23,0.005551553666009568,0.0055515543,0.056373734,0.018424851819872856,0.018424852,0.1344249
24,0.0061368366186798085,0.006136836,0.06143385,0.032642655074596405,0.032642655,0.17684256
25,0.017952535017684568,0.017952535,0.08342413,0.009483984671533108,0.009483985,0.095305644
26,0.005958630586974323,0.0059586307,0.06145781,0.008309358730912209,0.008309359,0.08911488
27,0.0052204183084541,0.0052204183,0.05635863,0.007321549113839865,0.007321549,0.082666114
28,0.005377907287765993,0.005377907,0.056944937,0.005088417790830135,0.005088418,0.06627374
29,0.005001861329219537,0.005001862,0.054193676,0.004615022800862789,0.004615023,0.05323153
30,0.005445057195174741,0.005445056,0.05735662,0.01507612969726324,0.01507613,0.12124424
31,0.005691707829100778,0.005691708,0.056184467,0.0029889021534472704,0.0029889022,0.042188745
32,0.00528079839568818,0.0052807988,0.058397613,0.003145310329273343,0.0031453103,0.050284978
33,0.0041910885520337615,0.0041910885,0.052350927,0.003938094712793827,0.0039380947,0.055978112
34,0.0044300322406343184,0.0044300323,0.05153512,0.009143611416220665,0.009143611,0.093575776
35,0.005343755125068128,0.005343755,0.05559879,0.019047347828745842,0.019047348,0.13660531
36,0.003930470389605034,0.0039304704,0.050163645,0.01994808204472065,0.019948082,0.11440861
37,0.004038893621327588,0.004038893,0.049247444,0.0043442388996481895,0.004344239,0.060293216
38,0.004792816544068046,0.0047928165,0.051989082,0.022235814481973648,0.022235814,0.14779624
39,0.004526619231910445,0.004526619,0.052034464,0.016842124983668327,0.016842125,0.12849607
40,0.0035714436999114696,0.0035714435,0.046964843,0.003888252656906843,0.0038882527,0.055499826
41,0.003532472313963808,0.0035324725,0.048026655,0.005654104519635439,0.0056541045,0.060031492
42,0.004000449185696198,0.004000449,0.047649592,0.006532444152981043,0.006532444,0.07775118
43,0.003334595210617408,0.0033345951,0.045682095,0.003802057821303606,0.0038020578,0.055717587
44,0.0037124285445315763,0.0037124283,0.04783685,0.010862834751605988,0.010862835,0.08495668
45,0.0038490600309160072,0.0038490598,0.04742252,0.006924416869878769,0.006924417,0.07980225
46,0.003249132128985366,0.0032491325,0.045380045,0.0014906978467479348,0.0014906978,0.030670285
47,0.0037078244422446005,0.0037078243,0.04497401,0.008416050113737583,0.00841605,0.08718906
48,0.0034496643238526303,0.0034496647,0.044342246,0.0019219948444515467,0.0019219948,0.037257332
49,0.0035722415195778012,0.003572241,0.047212537,0.003335932968184352,0.003335933,0.050981242
50,0.0028895182949781884,0.0028895182,0.04115837,0.007401830051094294,0.00740183,0.082985155
51,0.0028965179008082487,0.0028965177,0.040745668,0.0026645970065146685,0.002664597,0.045252044
52,0.0031747957655170467,0.0031747955,0.04253595,0.013282611966133118,0.013282612,0.11347488
53,0.002841969373548636,0.0028419695,0.04096738,0.002943179104477167,0.002943179,0.047286235
54,0.0028243689484952483,0.0028243691,0.040861603,0.007050522603094578,0.0070505226,0.08031706
55,0.002739795547313406,0.0027397957,0.041918725,0.0038449650164693594,0.003844965,0.05733533
56,0.0029988855894771405,0.002998886,0.042508513,0.006399264093488455,0.006399264,0.076520346
57,0.002505219654267421,0.0025052198,0.037705354,0.015000422485172749,0.0150004225,0.12109615
58,0.0032816702223499306,0.0032816702,0.04264017,0.02449977956712246,0.02449978,0.15381478
59,0.0026385968885733746,0.002638597,0.038284786,0.011263205669820309,0.011263206,0.10434612
60,0.0028256397126824595,0.0028256397,0.039641086,0.005977332126349211,0.005977332,0.074569955
61,0.0023925418390717823,0.002392542,0.03849731,0.012912297621369362,0.012912298,0.1117351
62,0.002765595978416968,0.002765596,0.039706882,0.010040550492703915,0.0100405505,0.09871701
63,0.002221849234047113,0.0022218493,0.03647206,0.015904976055026054,0.015904976,0.12307242
64,0.004105030982827884,0.004105031,0.04622863,0.011249818839132786,0.011249819,0.10415325
65,0.0029529088951676385,0.0029529093,0.0380671,0.007896398194134235,0.007896398,0.08653597
66,0.0026702026116254274,0.0026702022,0.038654562,0.005710408557206392,0.0057104086,0.07289313
67,0.002366894486840465,0.0023668946,0.037952345,0.00910260807722807,0.009102608,0.09362054
68,0.0023692419272265397,0.002369242,0.037734233,0.0037984740920364857,0.003798474,0.0575112
69,0.0024364024866372347,0.0024364025,0.036945038,0.009300305508077145,0.0093003055,0.09460924
70,0.0022081233673816314,0.0022081234,0.034615193,0.00112693861592561,0.0011269386,0.027210051
71,0.0025111804625339573,0.0025111807,0.038075693,0.017360413447022438,0.017360413,0.12953117
72,0.0026685170232667588,0.0026685172,0.03893627,0.011952729895710945,0.01195273,0.10759753
73,0.0020104065188206732,0.0020104065,0.0324173,0.012910113669931889,0.012910114,0.11167656
74,0.0028926745799253695,0.0028926744,0.039414626,0.007236194796860218,0.007236195,0.08287865
75,0.0021625380777550163,0.0021625382,0.033579756,0.004826284945011139,0.004826285,0.06610124
76,0.0018384925006103003,0.0018384923,0.03249814,0.012114746496081352,0.0121147465,0.1086393
77,0.0019080610800301656,0.0019080613,0.033592846,0.006482054013758898,0.006482054,0.0785229
78,0.0018660611222003354,0.0018660611,0.033256125,0.004300765693187714,0.0043007657,0.063141026
79,0.0022158237952680793,0.0022158239,0.036343895,0.010506420396268368,0.01050642,0.10037917
80,0.001992466473893728,0.0019924664,0.033803172,0.009006800130009651,0.0090068,0.09312811
81,0.0021843086105945986,0.0021843086,0.03585608,0.006934103090316057,0.006934103,0.08128644
82,0.0017465614946559072,0.0017465613,0.02915786,0.009053696878254414,0.009053697,0.09325717
83,0.0018217874185211258,0.0018217874,0.032319967,0.013117904774844646,0.013117905,0.1128384
84,0.001748561046042596,0.0017485612,0.032891013,0.007633191999047995,0.007633192,0.085584864
85,0.0016378267628169851,0.0016378268,0.030608086,0.003578369738534093,0.0035783697,0.05712271
86,0.0016599061791566783,0.0016599062,0.030493977,0.009962697513401508,0.0099626975,0.09786903
87,0.0019449897981758113,0.0019449897,0.03282607,0.009259825572371483,0.009259826,0.09467135
88,0.001490599344833754,0.0014905995,0.029106116,0.012698463164269924,0.012698463,0.11114436
89,0.0016324542211805237,0.0016324541,0.030113151,0.006201599258929491,0.0062015993,0.07688855
90,0.001881583660178876,0.0018815837,0.031697087,0.011396399699151516,0.0113964,0.10468391
91,0.0018811573918355862,0.0018811574,0.032041736,0.014712503179907799,0.014712503,0.11974832
92,0.0013969627198093804,0.0013969628,0.02896357,0.008624943904578686,0.008624944,0.090980515
93,0.0015994253617463983,0.0015994253,0.029086227,0.011197562329471111,0.011197562,0.10400067
94,0.0014565753845090512,0.0014565752,0.028433472,0.008460881188511848,0.008460881,0.09017992
95,0.0018543407022661995,0.0018543407,0.033237245,0.012302118353545666,0.012302118,0.108971246
96,0.0016319340611516964,0.001631934,0.030743217,0.013446182012557983,0.013446182,0.11372847
97,0.0017543914273119299,0.0017543916,0.0314763,0.008959685452282429,0.008959685,0.09285409
98,0.0016703556921129348,0.0016703557,0.030547006,0.009637327864766121,0.009637328,0.0965237
99,0.0014521296461680322,0.0014521296,0.027412906,0.01619362272322178,0.016193623,0.12532511
100,0.0017281938416999765,0.001728194,0.03158145,0.01706700026988983,0.017067,0.1280603
101,0.001541200146675692,0.0015412002,0.02991662,0.012411157600581646,0.012411158,0.10977538
102,0.0018635623964655679,0.0018635625,0.03243839,0.012055085971951485,0.012055086,0.10778274
103,0.0016136637914314633,0.0016136637,0.030599583,0.014216349460184574,0.014216349,0.11715681
104,0.0013821625707350904,0.0013821626,0.028853957,0.011823379434645176,0.011823379,0.1070932
105,0.0014948889838706236,0.0014948889,0.029028758,0.007521577179431915,0.007521577,0.08503299
106,0.0018445236191837466,0.0018445235,0.03264181,0.012929067015647888,0.012929067,0.1118645
107,0.0017476659359090263,0.0017476662,0.032987423,0.013215417042374611,0.013215417,0.11321592
108,0.0013948089217592496,0.001394809,0.027266279,0.0069303251802921295,0.006930325,0.08126623
109,0.0017672847861831542,0.0017672849,0.031300966,0.009635658003389835,0.009635658,0.09620088
110,0.00148049335439282,0.0014804933,0.02745235,0.005912233609706163,0.0059122336,0.07483345
111,0.0015251770473696524,0.0015251769,0.029165642,0.01250514853745699,0.012505149,0.10948639
112,0.0013105843900120817,0.0013105845,0.028050672,0.0048089479096233845,0.004808948,0.06724116
113,0.0015613290179317119,0.0015613294,0.027960645,0.009704336524009705,0.0097043365,0.096518815
114,0.0018165401352234767,0.00181654,0.031777944,0.011786812916398048,0.011786813,0.10677446
115,0.0017164994733320782,0.0017164993,0.03193806,0.012853973545134068,0.012853974,0.11091562
116,0.001216923721585772,0.0012169237,0.026082693,0.01424954179674387,0.014249542,0.11698715
117,0.0011540667874214705,0.0011540669,0.025876254,0.006776196416467428,0.0067761964,0.08045792
118,0.0014527298653774778,0.0014527298,0.028631773,0.005619126837700605,0.005619127,0.07311523
119,0.0014625768562837038,0.0014625768,0.028884621,0.004737212788313627,0.004737213,0.06601696
120,0.001953029670403339,0.0019530298,0.033603203,0.008867835626006126,0.008867836,0.09256174
121,0.0013586913137260126,0.0013586914,0.02727977,0.009468254633247852,0.009468255,0.09526534
122,0.0014789862780162366,0.0014789861,0.029659051,0.008280972950160503,0.008280973,0.08865642
123,0.0013018662884860532,0.0013018663,0.027083278,0.009520143270492554,0.009520143,0.09562357
124,0.0015923022701826994,0.0015923021,0.030342182,0.015647774562239647,0.015647775,0.12283247
125,0.0013166590069886297,0.0013166588,0.027637485,0.011887781322002411,0.011887781,0.10711769
126,0.0017044555333995959,0.0017044555,0.030296126,0.021739909425377846,0.02173991,0.14519994
127,0.0013276004683575593,0.0013276004,0.026281511,0.007634058129042387,0.007634058,0.08554196
128,0.0012414993634592975,0.0012414993,0.027597785,0.009229212999343872,0.009229213,0.09413884
129,0.0015463387753698044,0.0015463389,0.029989123,0.01524798572063446,0.015247986,0.12136344
130,0.0012800582026102347,0.0012800582,0.026977582,0.01070820726454258,0.010708207,0.101349674
131,0.0013087921870464925,0.001308792,0.027928034,0.012989585287868977,0.012989585,0.112082936
132,0.0013238811525297933,0.0013238813,0.028339522,0.007818465121090412,0.007818465,0.08617111
133,0.0014898820909365895,0.001489882,0.027520273,0.009947620332241058,0.00994762,0.09716507
134,0.0013966527621960267,0.0013966529,0.028706249,0.008323618210852146,0.008323618,0.089417405
135,0.001180607247079024,0.0011806071,0.026457826,0.011523919180035591,0.011523919,0.105079666
136,0.0012859416174251237,0.0012859417,0.026271254,0.007557225879281759,0.007557226,0.08494425
137,0.0013411413528956473,0.0013411414,0.026977954,0.008959813974797726,0.008959814,0.092757665
138,0.001162232358183246,0.0011622322,0.026424961,0.01281692087650299,0.012816921,0.11077369
139,0.0015035767637527897,0.0015035766,0.028584108,0.008228101767599583,0.008228102,0.08887363
140,0.0015214549894153606,0.001521455,0.029366212,0.017072122544050217,0.017072123,0.1284425
141,0.0012497832103690598,0.0012497831,0.026336294,0.007662932854145765,0.007662933,0.08584971
142,0.0012212632791488431,0.0012212631,0.026112739,0.008967177011072636,0.008967177,0.09301516
143,0.0014982251323090168,0.0014982249,0.028269323,0.012216061353683472,0.012216061,0.10837501
144,0.0013530946107493946,0.0013530946,0.026582444,0.012081866152584553,0.012081866,0.1080408
145,0.0013087862334941747,0.001308786,0.026602646,0.01667294092476368,0.01667294,0.12661768
146,0.001578555527885328,0.0015785557,0.028897678,0.007809006609022617,0.0078090066,0.08679442
147,0.0014413206454264582,0.0014413205,0.026944388,0.006363727618008852,0.0063637276,0.07795026
148,0.0013952992085251026,0.0013952992,0.028207097,0.008758699521422386,0.0087586995,0.0919414
149,0.0011440414764365414,0.0011440414,0.025083471,0.010573838837444782,0.010573839,0.101167664
150,0.0013759982139163185,0.0013759981,0.028112695,0.01458019856363535,0.014580199,0.11886325
151,0.0012226033850311069,0.0012226036,0.025843903,0.0024254336021840572,0.0024254336,0.046470575
152,0.0010342172099626623,0.0010342172,0.024768498,0.00988730788230896,0.009887308,0.097631454
153,0.0012153011630289257,0.0012153012,0.025288215,0.009991108439862728,0.009991108,0.09803904
154,0.0015008460595709039,0.0015008461,0.02908043,0.011588649824261665,0.01158865,0.10593934
155,0.0011639688573268359,0.0011639688,0.02542139,0.011081068776547909,0.011081069,0.10333461
156,0.001259526313333481,0.0012595264,0.026591906,0.008385343477129936,0.0083853435,0.08982384
157,0.0011000901304214494,0.0011000902,0.02511943,0.007456795312464237,0.0074567953,0.08454401
158,0.0011937424151255982,0.0011937423,0.025413787,0.010081025771796703,0.010081026,0.098005876
159,0.0012041176260026987,0.0012041176,0.0261513,0.008466081693768501,0.008466082,0.09037174
160,0.0010498638303033658,0.0010498639,0.024473941,0.006783541291952133,0.0067835413,0.08053041
161,0.0011950693924518418,0.0011950694,0.0266349,0.009376551024615765,0.009376551,0.09486402
162,0.001185377852380043,0.001185378,0.026636522,0.009612741880118847,0.009612742,0.09639261
163,0.0011490317692732788,0.0011490317,0.025508512,0.011516178026795387,0.011516178,0.105529785
164,0.0011838186965178465,0.0011838188,0.026239008,0.010324748232960701,0.010324748,0.09981676
165,0.0010708125246310374,0.0010708126,0.023459788,0.009850169532001019,0.0098501695,0.09726813
166,0.0010758043836176512,0.0010758043,0.025474483,0.009883255697786808,0.009883256,0.097534575
167,0.0011886905740539078,0.0011886907,0.025552237,0.011804630048573017,0.01180463,0.106751084
168,0.0011575784010346979,0.0011575784,0.024827551,0.015223756432533264,0.015223756,0.121106215
169,0.0012062132391292835,0.0012062133,0.025112625,0.007010402623564005,0.0070104026,0.08178911
170,0.001089210152713349,0.00108921,0.02458127,0.01149539090692997,0.011495391,0.10514755
171,0.0010054853637484484,0.0010054853,0.02360074,0.008353420533239841,0.0083534205,0.089866474
172,0.0011920215747522889,0.0011920215,0.024385747,0.00897009763866663,0.008970098,0.092199944
173,0.001155900318735803,0.0011559004,0.025751242,0.009191395714879036,0.009191396,0.09412742
174,0.0012765512037731241,0.001276551,0.027174111,0.010915144346654415,0.010915144,0.10268732
175,0.0010390749148427858,0.0010390749,0.024160441,0.010922336019575596,0.010922336,0.102555886
176,0.0010640677874107496,0.0010640678,0.02448321,0.00834409799426794,0.008344098,0.089713685
177,0.0014234494383345009,0.0014234494,0.026769297,0.013813870958983898,0.013813871,0.11548334
178,0.0011218932440897333,0.0011218933,0.025007872,0.01299052219837904,0.012990522,0.11233822
179,0.0009073068486031843,0.00090730685,0.02361997,0.016715439036488533,0.016715439,0.12718259
180,0.00112853121572698,0.0011285312,0.024810402,0.008022190071642399,0.00802219,0.08800783
181,0.0011111819731013384,0.0011111819,0.024303589,0.012617586180567741,0.012617586,0.11031312
182,0.0011510434742376674,0.0011510436,0.025440207,0.011679716408252716,0.011679716,0.106686436
183,0.0012735532604892796,0.0012735531,0.026815247,0.012589199468493462,0.0125891995,0.110325225
184,0.0010768685497168917,0.0010768686,0.025120895,0.006448295433074236,0.0064482954,0.07861662
185,0.0010235573736281367,0.0010235574,0.024715537,0.006879476364701986,0.0068794764,0.081280276
186,0.0010497638459128211,0.0010497639,0.024060264,0.013410745188593864,0.013410745,0.11400113
187,0.0010435673202664475,0.0010435672,0.024139082,0.01025752816349268,0.010257528,0.0996945
188,0.0009719805830172845,0.00097198057,0.022989135,0.010185173712670803,0.010185174,0.09905035
189,0.0008803525834082393,0.00088035257,0.022367943,0.008990198373794556,0.008990198,0.092725456
190,0.0012277594569241046,0.0012277595,0.026123887,0.009577994234859943,0.009577994,0.09617268
191,0.0010645089450918022,0.0010645089,0.024592241,0.011207942850887775,0.011207943,0.10387719
192,0.0010692894475141657,0.0010692894,0.024552315,0.007774122059345245,0.007774122,0.08631859
193,0.0016670054665155476,0.0016670057,0.026323605,0.01005676481872797,0.010056765,0.09811986
194,0.0009341673066955991,0.00093416724,0.023162236,0.010135225020349026,0.010135225,0.09885759
195,0.0010083369434141787,0.001008337,0.023946078,0.008342713117599487,0.008342713,0.08901089
196,0.0015806602023076266,0.0015806602,0.02954599,0.010214474983513355,0.010214475,0.099472806
197,0.0009750394192451495,0.0009750396,0.023315473,0.01216177735477686,0.012161777,0.10833069
198,0.0009693833881101455,0.0009693833,0.023108896,0.009758702479302883,0.0097587025,0.09734183
199,0.0013654306490025192,0.0013654307,0.026090598,0.009939116425812244,0.009939116,0.09802878
200,0.0009551099856253131,0.00095511,0.023731342,0.007575012277811766,0.0075750123,0.08493249
201,0.0011375457320355054,0.0011375457,0.025229292,0.008703017607331276,0.008703018,0.09163195
202,0.0010558448439041968,0.0010558447,0.023667155,0.007927329279482365,0.007927329,0.08713927
203,0.0012565775450639194,0.0012565776,0.025771406,0.01124968659132719,0.011249687,0.10417132
204,0.0011504135350151046,0.0011504135,0.024453266,0.006441343575716019,0.0064413436,0.078347676
205,0.0012700566276180325,0.0012700567,0.025866037,0.010642923414707184,0.010642923,0.10106232
206,0.0009449138906347798,0.0009449139,0.023349132,0.004829659592360258,0.0048296596,0.06725476
207,0.0012184860061097424,0.001218486,0.025488956,0.009505263529717922,0.0095052635,0.0956343
208,0.0012275162853256916,0.0012275163,0.025316963,0.006156287156045437,0.006156287,0.07619177
209,0.0008161786190612474,0.00081617857,0.021607263,0.007532280404120684,0.0075322804,0.08524729
210,0.001073221528713475,0.0010732216,0.023271339,0.007589922286570072,0.0075899223,0.084867075
211,0.0009228293292835588,0.00092282926,0.022939196,0.01451889518648386,0.014518895,0.11848243
212,0.0009672985520410293,0.00096729846,0.023256345,0.0067584882490336895,0.0067584882,0.08040239
213,0.0011102149164798902,0.001110215,0.024576573,0.008983775041997433,0.008983775,0.092498116
214,0.0008764585327298846,0.0008764587,0.023521496,0.007587614469230175,0.0075876145,0.08497762
215,0.0009672497089923127,0.0009672496,0.022660766,0.01077224500477314,0.010772245,0.10186988
216,0.0009150046671493328,0.0009150047,0.022693608,0.009869201108813286,0.009869201,0.097198665
217,0.0010010216419686913,0.0010010217,0.023181085,0.007351566571742296,0.0073515666,0.08344324
218,0.0011246548529015854,0.0011246549,0.02404592,0.007909401319921017,0.007909401,0.08695986
219,0.0008221169928219751,0.0008221171,0.02153799,0.009613914415240288,0.009613914,0.09533329
220,0.001309478791881702,0.0013094789,0.026489096,0.0076867057941854,0.007686706,0.08563379
221,0.0010519302977627376,0.0010519302,0.024776462,0.009898698888719082,0.009898699,0.09694201
222,0.0011531337258929852,0.0011531337,0.026264012,0.007694168947637081,0.007694169,0.08588974
223,0.0010318884960724972,0.0010318884,0.024272176,0.01238231547176838,0.0123823155,0.109321356
224,0.0010515051244510687,0.0010515051,0.024426978,0.010050198994576931,0.010050199,0.09803652
225,0.0010967786074616015,0.0010967788,0.02469532,0.006854411214590073,0.006854411,0.08087964
226,0.0008590418347012019,0.0008590418,0.022392418,0.008992769755423069,0.00899277,0.09213258
227,0.0009973626602004515,0.0009973627,0.023404663,0.00812098104506731,0.008120981,0.0875018
228,0.0011900545823664288,0.0011900546,0.024829593,0.010448028333485126,0.010448028,0.10000365
229,0.0011585597312659957,0.0011585597,0.02541749,0.009994575753808022,0.009994576,0.09749262
230,0.0010966701520374045,0.0010966703,0.024939153,0.009460372850298882,0.009460373,0.0953655
231,0.000937348145271244,0.0009373481,0.0229343,0.01127615012228489,0.01127615,0.10391096
232,0.0010651745324139483,0.0010651747,0.022771532,0.009159690700471401,0.009159691,0.09388129
233,0.0010297512262695818,0.0010297513,0.02438964,0.009806552901864052,0.009806553,0.09686823
234,0.0011474474013084546,0.0011474474,0.024557969,0.007465521339327097,0.0074655213,0.084231034
235,0.000915856249321223,0.0009158563,0.022092914,0.005893858615309,0.0058938586,0.07413379
236,0.0009924091509674327,0.0009924091,0.023902843,0.00952205341309309,0.009522053,0.095581256
237,0.0008800412388154655,0.00088004116,0.022777079,0.009252486750483513,0.009252487,0.09340999
238,0.001679197794146603,0.0016791978,0.03019828,0.006578099448233843,0.0065780994,0.07927476
239,0.0009316181117355882,0.00093161815,0.02261119,0.007437359541654587,0.0074373595,0.08407509
240,0.0008010651154108928,0.0008010651,0.021149838,0.00652394350618124,0.0065239435,0.07894476
241,0.000949443442550546,0.00094944343,0.023207385,0.008855743333697319,0.008855743,0.092222504
242,0.0009252736790585914,0.00092527375,0.022034327,0.007134899031370878,0.007134899,0.081691645
243,0.001011425625620177,0.0010114255,0.02375273,0.01013243105262518,0.010132431,0.09859901
244,0.000991760329270619,0.0009917603,0.02367341,0.010978837497532368,0.0109788375,0.101886146
245,0.0010765127017293707,0.0010765127,0.024811896,0.005604877136647701,0.005604877,0.07243844
246,0.0009672405731180334,0.0009672404,0.022693392,0.007200323045253754,0.007200323,0.08050505
247,0.0008644585504953284,0.0008644586,0.022523554,0.005776836536824703,0.0057768365,0.07344744
248,0.000991557403722254,0.0009915573,0.022550747,0.013685028068721294,0.013685028,0.11403393
249,0.0009785949368961155,0.000978595,0.023041746,0.008932225406169891,0.008932225,0.09235714
250,0.0009957970451068832,0.000995797,0.02327146,0.00889379158616066,0.008893792,0.089790225
251,0.000921900227695005,0.0009219001,0.021882115,0.005726799368858337,0.0057267994,0.07337533
252,0.0008306512127091992,0.00083065114,0.02159095,0.010580217465758324,0.0105802175,0.100665115
253,0.0009601442789062276,0.00096014433,0.022639748,0.005095120053738356,0.00509512,0.06877801
254,0.0010490127197044785,0.0010490128,0.023404019,0.006270039360970259,0.0062700394,0.07575242
255,0.0008022160873224493,0.0008022161,0.020894932,0.008745246566832066,0.008745247,0.09001233
256,0.0009346370397906867,0.00093463704,0.022890564,0.008052907884120941,0.008052908,0.08772772
257,0.0010818819910127786,0.0010818819,0.023879286,0.010067843832075596,0.010067844,0.097090326
258,0.0009295299087170861,0.0009295299,0.02251395,0.0068777394481003284,0.0068777394,0.08043332
259,0.0008874262166500557,0.0008874262,0.021400282,0.00820781011134386,0.00820781,0.087002315
260,0.0009793588196771452,0.0009793587,0.022762489,0.008227628655731678,0.008227629,0.088020004
261,0.0009700818764031283,0.0009700817,0.022904476,0.008802184835076332,0.008802185,0.09143286
262,0.0010307406646461459,0.0010307407,0.023647046,0.009461822919547558,0.009461823,0.09443905
263,0.0010386653348177788,0.0010386655,0.022871315,0.0069436016492545605,0.0069436016,0.080718346
264,0.0009601862711861031,0.0009601862,0.021979239,0.005897575058043003,0.005897575,0.07071681
265,0.0013542778042392456,0.001354278,0.025315085,0.008520619012415409,0.008520619,0.090897486
266,0.000978971152107988,0.0009789712,0.023432467,0.009408985264599323,0.009408985,0.09442037
267,0.0008054806821746752,0.00080548075,0.021200478,0.005405439529567957,0.0054054395,0.07042975
268,0.0009742453466969891,0.00097424525,0.023045449,0.006734290160238743,0.00673429,0.07895511
269,0.001099783484278305,0.0010997833,0.025150437,0.006482314318418503,0.0064823143,0.07803029
270,0.0008762621287132788,0.000876262,0.022909056,0.007514932192862034,0.007514932,0.08388025
271,0.0008795835383352824,0.0008795836,0.0220023,0.005677200388163328,0.0056772004,0.071844645
272,0.000988245848020597,0.0009882458,0.022893656,0.007028046064078808,0.007028046,0.08082908
273,0.0009613945167075144,0.0009613945,0.022340147,0.0034878531005233526,0.003487853,0.055976164
274,0.0011474687007648754,0.0011474686,0.024209632,0.007832975126802921,0.007832975,0.08648055
275,0.0008602056313975481,0.0008602055,0.021669371,0.0012250348227098584,0.0012250348,0.030154334
276,0.000938018383749295,0.00093801843,0.021514168,0.006200585979968309,0.006200586,0.07592356
277,0.0007822592388038174,0.0007822592,0.021190992,0.00672998558729887,0.0067299856,0.08010908
278,0.0007067849824125005,0.00070678495,0.02027821,0.015815820544958115,0.01581582,0.12421199
279,0.0008966314162535127,0.00089663145,0.021561071,0.009510614909231663,0.009510615,0.09546204
280,0.0012040966776112327,0.0012040966,0.025121415,0.009094322100281715,0.009094322,0.09396698
281,0.0008671911009514588,0.0008671911,0.021637347,0.009347544051706791,0.009347544,0.09418858
282,0.0008629782423668075,0.0008629782,0.021675393,0.007422389928251505,0.00742239,0.08370208
283,0.0007672251667827368,0.0007672253,0.020735279,0.005487138871103525,0.005487139,0.06959667
284,0.0009026422676470247,0.0009026422,0.022123873,0.008304134011268616,0.008304134,0.087977596
285,0.0008399436746913125,0.00083994365,0.02087499,0.008123316802084446,0.008123317,0.08486568
286,0.0011815565967481234,0.0011815566,0.025850842,0.005737348459661007,0.0057373485,0.07380649
287,0.0008504467596139875,0.0008504468,0.021908874,0.008488090708851814,0.008488091,0.08839915
288,0.0009790665008040378,0.0009790665,0.023193523,0.006039319094270468,0.006039319,0.07533624
289,0.0008075547684711637,0.0008075548,0.021595959,0.005016756244003773,0.0050167562,0.068347104
290,0.0011213529151063995,0.001121353,0.025364202,0.004706948064267635,0.004706948,0.06607858
291,0.0007445884166372707,0.0007445885,0.020868884,0.01032970566302538,0.010329706,0.09862709
292,0.0009738022563396953,0.00097380235,0.023977775,0.006641061510890722,0.0066410615,0.08014788
293,0.0007975768521646387,0.00079757685,0.020930016,0.00856347382068634,0.008563474,0.09009489
294,0.0009999018566304585,0.0009999018,0.022994364,0.0035416949540376663,0.003541695,0.05760842
295,0.0009382950293002068,0.0009382949,0.022463245,0.007937261834740639,0.007937262,0.0871732
296,0.0008211557988033746,0.0008211558,0.021194803,0.0019139775540679693,0.0019139776,0.039152116
297,0.0008546930066586356,0.000854693,0.021710295,0.00571218878030777,0.005712189,0.07340648
298,0.0009254927617803332,0.0009254926,0.023373205,0.006196669768542051,0.00619667,0.07592423
299,0.000884188379131956,0.0008841884,0.02214867,0.006872866302728653,0.0068728663,0.08108539
